codecommune;Nb_mutations;PrixMoyen_m2
51571;12;1962
29281;2;1962
39170;4;1961
7072;8;1961
21691;1;1961
65335;1;1961
80107;4;1961
62774;39;1961
34079;130;1961
7219;4;1961
85021;17;1961
39079;2;1961
80348;2;1961
17136;20;1960
54521;27;1960
72133;11;1960
7126;9;1960
4084;5;1960
62622;5;1960
60483;5;1960
62867;3;1960
63108;7;1960
25334;5;1960
62225;4;1960
71235;3;1959
86100;45;1959
24438;5;1959
40104;19;1959
33133;1;1959
60458;1;1959
76190;5;1959
62854;6;1959
6023;38;1959
38218;3;1959
59262;24;1959
7160;2;1959
33045;4;1959
76474;40;1958
25432;5;1958
86088;6;1958
27670;1;1958
33480;10;1958
63452;2;1958
47155;6;1958
2084;9;1958
33123;39;1957
30184;26;1957
39352;1;1957
45314;8;1957
26166;46;1957
27057;3;1957
71219;4;1957
17041;23;1956
69220;22;1956
30274;29;1956
80200;2;1956
80547;2;1956
2432;4;1956
78407;12;1956
42137;7;1956
30040;10;1956
60448;12;1955
31435;3;1955
76007;1;1955
83028;3;1955
22319;10;1955
7255;14;1955
64406;9;1955
35121;18;1955
64180;2;1955
54300;59;1954
50442;7;1954
81144;15;1954
80639;8;1954
19274;35;1954
77501;13;1954
12076;4;1954
37012;2;1954
37276;10;1953
28236;34;1953
31591;1;1953
64117;1;1953
7088;2;1953
45037;6;1952
65003;5;1952
24392;4;1952
29035;3;1952
31339;3;1952
32225;1;1952
47178;4;1952
77023;7;1952
64021;5;1952
26057;69;1952
29189;71;1951
17146;32;1951
2540;13;1951
2644;10;1951
4042;3;1951
28116;28;1951
41099;2;1951
59326;15;1951
64521;3;1951
80083;1;1951
81147;4;1951
62688;60;1951
27668;9;1951
77421;7;1951
1273;12;1951
51657;3;1951
29188;40;1951
39334;2;1951
63013;13;1950
82132;11;1950
53054;63;1950
33343;12;1950
11243;6;1950
42334;12;1950
66164;42;1950
35318;13;1950
30193;5;1950
60456;15;1950
25228;12;1950
77285;210;1950
25056;714;1950
76195;3;1949
49283;46;1949
59446;10;1949
38163;22;1949
1404;5;1949
21016;2;1949
60323;9;1949
65202;1;1949
80571;2;1949
11026;5;1949
11432;3;1949
72280;24;1949
60418;6;1949
76250;8;1949
30010;52;1948
7147;3;1948
50382;8;1948
17336;19;1948
14257;1;1948
47181;3;1948
50058;32;1948
38457;3;1948
28343;10;1947
38203;6;1947
66177;10;1947
62325;9;1947
14694;5;1947
60318;5;1947
37047;8;1947
97412;121;1947
60147;13;1947
51147;1;1947
61498;1;1947
76574;1;1947
37077;35;1947
84092;100;1947
60343;15;1946
4102;3;1946
1167;7;1946
86124;7;1946
37263;18;1946
25225;1;1946
22104;7;1946
34289;29;1946
54504;5;1946
30349;11;1946
59077;3;1946
73223;3;1945
49307;422;1945
59159;4;1945
4026;1;1945
17412;5;1944
59663;43;1944
7292;2;1944
71037;2;1944
71290;1;1944
60624;5;1944
28357;26;1944
26361;2;1944
73196;2;1944
73100;9;1943
34128;26;1943
77060;9;1943
46340;1;1943
47205;4;1943
28082;10;1943
26362;618;1943
34126;33;1942
7141;3;1942
32316;1;1942
31457;3;1942
69216;7;1942
62842;54;1942
60210;2;1941
47190;5;1941
62799;9;1941
50305;8;1941
64060;13;1940
27015;7;1940
27612;5;1940
77113;20;1940
34009;8;1940
33460;9;1940
84112;3;1940
72217;28;1940
97223;13;1940
77148;32;1940
24393;2;1940
26001;2;1940
24177;13;1940
77385;36;1940
86194;1314;1940
26097;5;1940
58135;2;1940
27543;12;1939
49120;18;1939
24432;8;1939
7187;3;1939
21492;3;1939
39085;1;1939
60497;3;1939
64535;4;1939
80334;1;1939
77106;17;1939
90089;13;1939
44087;216;1939
29072;12;1939
29146;15;1939
4222;3;1939
37042;5;1939
51338;7;1939
76715;9;1939
77164;4;1939
17018;3;1938
76690;3;1938
28122;14;1938
76019;5;1938
24563;6;1938
59260;78;1938
42168;43;1938
21422;1;1938
70147;1;1938
80029;8;1938
29069;41;1938
59144;9;1938
76298;3;1938
76450;3;1938
42202;10;1938
56021;14;1938
50349;35;1937
29273;21;1937
40210;9;1937
21656;1;1937
25127;19;1937
62594;2;1937
76113;1;1937
77097;2;1937
85049;34;1937
25397;9;1937
40281;179;1937
62584;7;1937
81038;11;1937
28243;4;1937
62052;7;1936
89373;8;1936
28366;3;1936
60187;14;1936
59582;11;1936
77411;8;1936
80583;3;1936
27375;42;1936
59575;4;1936
27278;27;1935
62887;4;1935
39532;1;1935
33220;19;1935
76600;27;1935
65182;3;1935
56053;71;1935
35337;46;1935
27677;2;1935
28118;5;1934
50433;23;1934
62318;151;1934
50471;6;1934
60016;4;1934
64484;3;1934
45317;15;1934
38001;8;1934
44103;72;1934
69236;6;1934
60173;14;1934
69058;5;1934
64080;10;1934
60428;12;1933
19067;5;1933
31173;3;1933
81156;16;1933
60647;23;1933
31581;5;1933
42201;12;1933
29170;3;1933
90103;6;1933
27525;6;1933
28292;8;1933
60230;6;1933
33279;3;1932
45200;22;1932
60628;8;1932
11334;1;1932
15002;1;1932
35123;58;1932
59423;8;1932
64070;1;1932
34300;44;1932
28380;24;1932
5132;44;1932
21515;33;1932
10363;2;1932
21261;2;1932
89480;14;1931
77159;44;1931
72016;17;1931
5086;1;1931
82170;1;1931
88263;2;1931
54123;13;1931
28058;5;1931
1061;13;1931
24076;6;1931
64237;34;1931
81092;5;1931
47259;2;1931
38169;260;1930
76682;7;1930
70575;9;1930
60654;7;1930
80242;5;1930
26096;14;1930
76758;169;1930
63135;5;1930
29212;62;1930
72360;10;1930
1129;3;1929
59340;24;1929
76618;94;1929
29292;1;1929
42167;2;1929
42179;7;1929
45005;3;1929
33339;17;1929
27593;5;1929
9269;2;1929
62744;52;1928
76339;7;1928
51413;6;1928
40051;11;1928
28003;1;1928
29101;21;1928
77265;30;1928
17406;2;1928
27003;4;1928
32080;2;1928
65146;4;1928
81059;2;1928
76244;3;1927
40212;10;1927
40031;11;1927
73303;12;1927
77162;22;1927
26156;4;1927
76135;4;1927
60256;28;1927
73270;11;1927
45284;295;1927
21558;3;1927
30104;5;1927
2554;7;1927
60416;2;1927
3258;19;1926
80411;8;1926
26085;13;1926
31042;61;1926
27243;2;1926
1179;11;1926
73204;3;1926
76005;29;1926
11074;7;1925
40063;8;1925
70119;4;1925
50451;5;1925
39040;2;1925
41052;12;1924
72169;15;1924
90002;4;1924
33548;16;1924
30079;3;1924
59565;7;1924
76434;7;1924
30061;32;1924
42135;5;1924
2368;6;1924
51014;2;1924
37165;5;1923
90018;3;1923
71150;7;1923
7336;1;1923
27208;1;1923
38148;1;1923
60617;1;1923
82091;1;1923
95282;1;1923
85029;33;1923
38517;28;1923
26339;8;1923
14083;19;1923
50129;1980;1923
44015;113;1922
34184;5;1922
33463;21;1922
97104;1;1922
90049;4;1922
22327;26;1922
33424;67;1922
33525;11;1922
58255;5;1921
63149;9;1921
50230;10;1921
61117;19;1921
31325;2;1921
44056;53;1921
49299;40;1921
4166;24;1921
22315;4;1921
37144;4;1921
27185;2;1921
71051;3;1920
60302;8;1920
62200;8;1920
9132;2;1920
24560;1;1920
32221;2;1920
62091;1;1920
76033;9;1920
88110;1;1920
90050;2;1920
25527;18;1920
69001;4;1920
77156;8;1919
89042;1;1919
14016;7;1919
62008;6;1919
39032;4;1918
83108;4;1918
59399;7;1918
62051;35;1918
33081;38;1918
17262;7;1918
2656;7;1918
44116;52;1918
31568;2;1918
38490;7;1917
35070;27;1917
29216;4;1917
51663;12;1917
88147;4;1917
28230;9;1917
26287;1;1917
62627;11;1917
27306;29;1917
42130;4;1917
45261;17;1917
81198;2;1917
62502;32;1916
54338;9;1916
2164;3;1916
14487;12;1916
76172;6;1916
81274;5;1916
97216;2;1916
27500;7;1916
27203;6;1916
62043;18;1916
63426;9;1916
33331;5;1916
35197;16;1916
80110;9;1915
31181;14;1915
51614;14;1915
77506;6;1915
34336;35;1915
40230;31;1915
19117;7;1915
42123;40;1915
28094;31;1915
11423;3;1915
69254;14;1914
4001;5;1914
59082;11;1914
4230;33;1914
14341;1;1914
21056;2;1914
21482;7;1914
76697;2;1914
80634;10;1914
25564;6;1914
38384;14;1914
8389;4;1914
24385;2;1914
54514;4;1914
26352;3;1913
34254;16;1913
76421;11;1913
42041;8;1913
86163;40;1913
27544;3;1913
37025;3;1913
10362;153;1913
82123;19;1913
12176;27;1913
76456;7;1913
51043;35;1913
11337;2;1913
51299;12;1912
34181;5;1912
25032;1;1912
27192;2;1912
51617;12;1912
41040;9;1912
49339;23;1912
35319;29;1912
14527;18;1911
72341;3;1911
26172;4;1911
39208;2;1911
54482;170;1911
64284;77;1911
97410;31;1911
35080;34;1911
22143;28;1911
26235;83;1911
27147;9;1910
66190;19;1910
47314;7;1910
60071;1;1910
80728;1;1910
26232;4;1909
50205;4;1909
7214;1;1909
76583;2;1909
90075;37;1909
64220;6;1909
47072;3;1909
38368;4;1909
40171;2;1909
37079;20;1908
33164;9;1908
62582;8;1908
76046;3;1908
82167;14;1908
14520;12;1908
38412;25;1908
27465;6;1908
73070;3;1908
89460;52;1908
27511;2;1908
21450;3;1907
1133;4;1907
11379;100;1907
51362;4;1907
54089;20;1907
77338;9;1907
12146;6;1907
54336;12;1907
64438;1;1907
73063;2;1907
74148;1;1907
82016;3;1907
59453;7;1907
63406;4;1907
37092;13;1907
33120;17;1907
22118;65;1906
18168;3;1906
27659;2;1906
30022;3;1906
51592;1;1906
71151;1;1906
35265;30;1906
77045;7;1905
27177;6;1905
7259;10;1905
38374;2;1905
47187;1;1905
80092;2;1905
81126;1;1905
35351;21;1905
4145;15;1905
69107;9;1905
31436;4;1905
27082;25;1905
27529;2;1905
29238;6;1905
54171;17;1904
50142;22;1904
37139;38;1904
30180;4;1904
69008;6;1904
38067;1;1904
50357;3;1904
62279;11;1904
72212;9;1904
60215;5;1903
51051;3;1903
60430;11;1903
26198;345;1903
60414;90;1903
2524;5;1903
5060;2;1903
35246;19;1903
45147;235;1903
56083;176;1903
30267;8;1903
54234;37;1903
66224;3;1903
27053;2;1903
49222;20;1903
27023;8;1902
62609;20;1902
29015;12;1902
17183;5;1902
76143;13;1902
50403;44;1902
22140;1;1902
25368;4;1902
27096;9;1902
19119;3;1902
22335;3;1902
24415;4;1902
76448;6;1902
77343;8;1902
54046;6;1901
51434;7;1901
90087;10;1901
51029;17;1901
31371;1;1901
33116;6;1901
43229;2;1901
60048;2;1901
71507;2;1901
7313;8;1901
34063;26;1901
4106;5;1901
45175;17;1901
85109;160;1900
90043;9;1900
25115;1;1900
25122;1;1900
60061;1;1900
34191;5;1900
14229;21;1900
33421;5;1900
56017;16;1899
11051;3;1899
47059;3;1899
14575;4;1899
60315;4;1899
34325;11;1899
25058;6;1899
29280;7;1899
24587;5;1899
33017;5;1899
77370;16;1899
53201;68;1899
21130;2;1899
54170;2;1899
59039;7;1898
77436;18;1898
25464;1;1898
63019;21;1898
63099;28;1898
54149;27;1898
22214;73;1898
88106;23;1898
29201;9;1897
59570;10;1897
14286;9;1897
28294;16;1897
43045;2;1897
52104;3;1897
71548;1;1897
50469;5;1897
80176;4;1897
45333;22;1897
60116;47;1897
24558;10;1897
47320;4;1897
59499;6;1897
26348;5;1896
1374;11;1896
30237;6;1896
32134;2;1896
39402;3;1896
30164;31;1896
46224;10;1896
51613;11;1896
76174;9;1896
33509;6;1895
39464;3;1895
60537;34;1895
2326;5;1895
77340;8;1895
90076;12;1895
60558;11;1895
1134;8;1895
45196;10;1895
7006;3;1895
27252;2;1895
51372;4;1895
77223;6;1895
7210;7;1894
12215;3;1894
59111;3;1894
22222;119;1894
4164;1;1894
65084;1;1894
27111;4;1894
54232;31;1894
1375;3;1894
71453;3;1894
13215;349;1894
2216;8;1894
1383;12;1894
28050;2;1894
65380;2;1894
41113;5;1893
78320;16;1893
8032;3;1893
9077;2;1893
32422;1;1893
38344;1;1893
51321;1;1893
61120;2;1893
63385;2;1893
76066;2;1893
97129;22;1893
7129;12;1893
58106;5;1893
60177;4;1893
80672;9;1893
51245;4;1893
62016;2;1893
76511;2;1893
60264;5;1892
80082;11;1892
76147;6;1892
26078;4;1892
30239;5;1892
76702;7;1892
26177;2;1892
62679;3;1892
76198;13;1892
77140;4;1892
26114;40;1892
38006;48;1892
73240;4;1892
54029;23;1891
76365;6;1891
59605;10;1891
60281;5;1891
4179;2;1891
38277;4;1891
40334;7;1891
59661;1;1891
1031;17;1891
76443;5;1891
2389;11;1891
48170;2;1891
1001;3;1890
28104;8;1890
66204;5;1890
1239;2;1890
32090;4;1890
76721;1;1890
62866;5;1890
54364;17;1890
24117;8;1890
2A142;3;1890
84064;24;1890
33546;4;1890
35017;10;1890
38402;2;1890
66069;27;1889
43020;44;1889
38301;1;1889
50294;11;1889
80024;3;1889
27090;14;1889
90094;5;1889
60206;19;1888
63446;5;1888
7282;4;1888
10030;9;1888
80350;6;1888
77109;13;1888
59532;1;1888
63089;7;1888
32410;22;1888
59330;19;1888
46225;10;1888
64387;4;1888
42174;16;1887
71253;7;1887
80385;5;1887
37008;13;1887
82100;5;1887
50369;11;1887
51230;320;1887
28300;2;1887
44090;17;1887
50588;6;1887
2568;5;1887
38022;6;1887
85103;36;1887
59067;31;1886
21028;2;1886
51031;2;1886
29245;9;1886
7181;21;1885
41212;38;1885
76043;3;1885
28045;1;1885
31229;3;1885
60626;16;1885
77423;13;1885
70579;5;1885
81140;66;1885
21317;17;1885
10357;35;1884
1077;3;1884
21437;2;1884
30005;3;1884
34148;22;1884
33059;5;1884
60094;4;1884
1392;5;1883
4127;1;1883
33197;5;1883
85019;152;1883
62491;47;1883
76634;4;1883
4049;47;1883
31530;2;1883
39522;2;1883
50222;11;1882
82040;3;1882
80496;5;1882
42126;18;1882
29217;17;1882
5118;6;1882
5135;2;1882
27459;1;1882
60269;1;1882
62543;14;1882
70460;7;1882
17342;6;1882
29043;12;1882
44139;18;1882
30167;16;1881
88198;15;1881
1008;4;1881
34036;12;1881
33150;7;1881
47251;2;1881
50621;2;1881
46138;14;1881
44023;30;1881
76179;7;1881
25243;2;1881
62106;6;1881
76341;98;1880
77261;21;1880
2521;16;1880
73105;6;1880
25051;2;1880
25551;1;1880
33114;31;1880
39291;2;1880
61274;1;1880
64560;1;1880
90096;1;1880
25332;3;1880
60188;29;1880
37027;40;1879
88505;3;1879
81200;5;1879
42180;6;1879
49195;16;1879
64440;6;1879
60320;4;1879
76216;89;1878
1057;1;1878
31097;1;1878
28013;22;1877
64354;3;1877
1210;19;1877
49069;394;1877
22081;47;1877
60367;7;1877
28257;2;1877
54296;1;1877
62230;4;1877
80792;2;1877
40062;10;1877
51181;2;1877
51450;4;1877
81316;2;1877
33485;26;1876
77305;182;1876
9120;3;1876
26293;3;1876
80130;1;1876
76245;10;1876
11256;10;1876
27354;2;1876
70102;2;1876
77036;5;1875
41036;4;1875
14709;1;1875
19104;1;1875
21266;1;1875
25221;1;1875
27247;1;1875
38298;2;1875
62399;6;1875
66059;2;1875
76710;1;1875
89360;1;1875
91508;2;1875
30081;12;1875
77283;16;1875
65481;19;1875
28290;2;1875
64046;2;1875
66027;4;1874
44221;22;1874
33237;14;1874
69155;9;1874
14273;2;1874
32382;2;1874
47212;5;1874
73224;2;1874
77531;19;1874
28289;5;1874
35033;41;1874
7155;3;1874
24365;3;1874
25418;6;1874
40224;59;1874
54526;124;1874
60392;7;1873
17016;7;1873
2159;1;1873
15122;3;1873
46223;1;1873
59568;4;1873
60373;13;1873
28251;18;1873
45182;22;1873
47279;2;1873
64133;8;1873
29132;8;1872
1457;22;1872
24395;12;1872
14657;4;1872
39366;2;1872
65321;2;1872
66127;13;1872
45224;38;1872
54100;9;1872
72198;30;1872
63034;5;1871
27154;8;1871
2106;7;1871
27219;1;1871
50285;3;1871
54436;1;1871
62810;9;1871
56101;65;1871
59554;4;1871
24007;6;1871
60097;5;1871
27430;2;1871
33188;4;1871
40274;14;1871
60659;2;1871
77329;7;1870
34268;12;1870
21005;8;1870
33468;10;1870
45038;5;1870
27105;6;1870
14475;4;1870
28006;21;1870
49347;60;1870
76558;1;1870
90012;8;1870
30342;14;1870
76032;4;1870
1272;15;1869
59666;15;1869
40120;8;1869
44107;32;1869
72247;13;1869
50599;19;1869
24175;2;1869
26101;2;1869
27632;1;1869
27658;2;1869
45123;25;1869
35276;8;1869
45331;8;1869
54090;48;1869
62245;8;1869
7197;14;1869
45173;42;1869
54184;139;1869
80052;2;1869
35179;58;1868
34310;17;1868
47229;3;1868
11232;2;1868
27199;7;1868
31566;1;1868
64376;5;1868
28281;6;1868
97218;6;1868
31356;5;1868
38462;5;1868
77061;26;1868
42272;20;1867
35078;26;1867
11163;2;1867
34269;1;1867
38043;1;1867
50493;27;1867
62144;6;1867
35012;95;1867
24242;3;1866
28113;28;1866
45126;33;1866
9103;7;1866
59550;35;1866
27542;2;1866
49155;14;1866
30039;26;1866
32224;2;1866
70277;2;1866
45335;16;1865
33445;7;1865
63164;59;1865
38387;3;1865
91414;13;1865
24040;5;1865
76736;15;1865
1286;14;1865
54006;2;1865
54321;21;1865
12235;2;1865
51087;2;1865
80464;12;1865
45067;44;1864
80643;3;1864
45194;21;1864
62263;66;1864
51208;3;1864
70381;1;1864
72086;1;1864
10282;7;1864
30223;51;1864
82125;65;1864
76575;111;1863
21661;6;1863
33438;23;1863
40211;8;1863
33095;18;1863
32182;1;1863
64514;1;1863
24108;10;1863
45265;12;1863
88177;6;1863
50332;12;1863
42147;205;1863
9312;18;1863
11307;3;1862
22195;68;1862
76309;5;1862
88485;1;1862
33307;23;1862
85082;39;1862
25126;3;1862
34097;3;1862
22093;460;1862
11360;32;1861
35054;16;1861
17237;4;1861
54172;4;1861
4134;3;1861
39554;1;1861
39480;4;1861
18180;24;1861
37255;3;1861
40178;5;1861
2685;2;1861
15050;2;1861
64072;2;1861
30095;7;1860
59110;5;1860
7066;22;1860
16053;1;1860
61219;3;1860
65456;1;1860
73135;2;1860
76611;1;1860
33076;9;1860
42065;8;1860
65226;14;1860
72151;11;1860
73027;2;1860
38174;6;1859
51548;6;1859
65416;3;1859
39367;21;1859
26108;67;1859
85298;30;1859
7183;9;1859
26205;1;1859
29032;1;1859
32200;1;1859
63109;5;1859
81294;2;1859
22261;4;1859
49343;36;1859
26058;182;1859
76669;5;1859
76678;11;1859
60207;4;1859
1314;13;1858
76668;5;1858
2187;17;1858
29297;4;1858
59650;444;1858
62460;3;1858
31024;2;1858
73278;4;1858
37086;6;1857
42221;6;1857
1412;7;1857
42286;9;1857
80047;7;1857
76498;138;1857
19109;4;1857
59354;2;1857
97409;33;1857
30269;30;1857
7247;7;1857
7229;7;1857
1035;2;1857
27107;8;1857
33173;4;1857
25362;3;1856
33031;4;1856
77116;20;1856
60082;9;1856
24512;2;1856
63131;8;1856
21071;2;1855
2A021;1;1855
33175;11;1855
39172;1;1855
54058;1;1855
85008;172;1855
85160;44;1855
62488;14;1854
30266;8;1854
50196;11;1854
76686;7;1854
72213;58;1854
76366;32;1854
51444;8;1854
81159;2;1854
62483;3;1853
38216;1;1853
82048;16;1853
97306;1;1853
70117;14;1853
32012;8;1853
81063;7;1853
33364;3;1852
77046;12;1852
2687;6;1852
47299;3;1852
54554;1;1852
42046;17;1852
16056;7;1852
39422;2;1852
28014;5;1851
22347;21;1851
5053;8;1851
29095;1;1851
77481;4;1851
1064;12;1851
45082;98;1851
60057;639;1850
53034;57;1850
12119;6;1850
26118;18;1850
47154;7;1850
61237;1;1850
65311;1;1850
71247;1;1850
56097;29;1850
1203;3;1850
29174;3;1850
76541;3;1850
33036;57;1850
1454;14;1850
76316;2;1850
62793;4;1849
17112;9;1849
21409;3;1849
24148;1;1849
62907;22;1849
76400;12;1849
77235;4;1849
69132;5;1849
31033;84;1849
29178;32;1848
64370;8;1848
59211;13;1848
30309;6;1848
16084;15;1848
24231;1;1848
25191;1;1848
82099;3;1848
62412;10;1848
29257;22;1848
76621;9;1848
30046;13;1848
42037;4;1848
37075;5;1847
71513;5;1847
22127;33;1847
50506;5;1847
44189;20;1847
81020;1;1847
64445;1543;1847
47100;42;1847
47091;23;1847
44048;30;1847
17154;4;1847
63288;4;1847
37123;38;1846
27188;5;1846
39252;5;1846
60002;12;1846
66230;18;1846
2A160;1;1846
40190;3;1846
47087;2;1846
74027;1;1846
40192;445;1846
25519;7;1846
2303;13;1846
25217;5;1846
90056;14;1846
56036;50;1845
10100;12;1845
9114;4;1845
60683;4;1845
64292;1;1845
76040;1;1845
42186;125;1845
64344;4;1845
41145;8;1845
1069;6;1844
1227;2;1844
21133;1;1844
65048;3;1844
82039;8;1844
90001;12;1844
10230;2;1844
24153;2;1844
32044;4;1844
45098;41;1843
32387;3;1843
31106;8;1843
76212;49;1843
25235;1;1843
31156;2;1843
2810;122;1843
49259;44;1843
60641;23;1842
37024;8;1842
60064;19;1842
1380;5;1842
26031;14;1842
4046;1;1842
6082;1;1842
7289;10;1842
39399;1;1842
54486;1;1842
54584;10;1842
76457;3;1842
83128;2;1842
64343;5;1842
35002;17;1842
9121;8;1842
17453;9;1842
39103;2;1842
35187;18;1841
56015;27;1841
11067;29;1841
77467;3;1841
60622;8;1841
59239;47;1841
45146;61;1841
28129;24;1841
1430;5;1841
2765;1;1841
9057;4;1841
80507;9;1841
11353;39;1841
86297;64;1841
24386;4;1841
50536;8;1841
59635;4;1841
37205;12;1840
85081;51;1840
83011;6;1840
76142;1;1840
82113;13;1840
37163;40;1840
45346;25;1840
1096;6;1840
10060;13;1839
11138;9;1839
47032;83;1839
54382;64;1839
62748;24;1839
85156;38;1839
47219;1;1839
54285;1;1839
80708;1;1839
64302;5;1839
63396;9;1839
77342;4;1839
35095;106;1839
76251;6;1839
80746;6;1839
33251;8;1839
54193;2;1839
26094;3;1838
32282;3;1838
34316;3;1838
18255;6;1838
35116;30;1838
4209;82;1838
51337;3;1838
35090;32;1837
62123;8;1837
51485;4;1837
53130;737;1837
5064;1;1837
28232;14;1837
61362;1;1837
64045;1;1837
70447;21;1837
17184;3;1837
62039;8;1837
85138;12;1837
51390;8;1837
77500;12;1837
29120;5;1836
27501;3;1836
41295;95;1836
17267;9;1836
1266;28;1836
